Count_of_Loans,Count_of_Late_Payments,Count_of_Loan_Enquiries,Existing_Loan_Balance,Credit_History_Length_Years,Defaulter
3,5,2,1964065.55,13,1
9,3,6,1181646.53,18,1
7,5,3,1187758.56,15,1
7,3,6,1040570.98,20,1
1,3,2,1183394.57,18,1
7,1,5,462948.71,22,1
10,1,3,886790.8,5,1
7,4,3,618271.08,5,1
4,1,4,247088.45,17,0
7,2,2,1226795.19,10,1
8,4,3,382145.52,1,1
3,3,3,998070.69,9,0
10,3,5,1085580.55,8,1
2,4,0,949606.26,8,1
7,1,2,872409.07,11,1
5,1,3,817735.69,10,1
5,1,2,1020393.41,13,1
5,1,3,863109.06,10,1
7,7,5,1364536.43,11,1
9,3,0,680924.29,22,0
8,2,1,1256767.17,23,0
6,2,0,727350.16,24,0
7,3,6,425769.39,19,1
9,4,1,486379.64,21,1
6,2,5,478575.49,13,1
1,4,4,1151660.9,16,1
4,1,1,358012.22,13,0
8,2,4,941875.39,25,1
7,2,5,1226968.41,3,1
3,4,4,50000.0,20,1
10,2,2,1087236.53,12,1
3,4,4,1621352.07,12,1
3,3,2,886402.2,14,1
1,5,8,1178420.14,3,1
10,5,4,1013871.67,20,1
1,4,1,666429.32,6,1
6,1,5,628972.98,4,1
1,3,5,1020394.12,23,0
5,1,2,536312.91,5,0
4,4,3,580198.07,12,1
5,4,2,1041146.35,12,1
7,3,5,477556.42,13,1
6,4,2,1061759.25,9,1
9,1,6,593757.46,9,1
6,3,5,586816.79,2,1
9,4,2,813289.23,11,1
4,3,2,993859.69,23,1
1,2,3,724227.55,25,0
1,2,1,1372798.4,22,0
10,4,4,394194.96,18,1
7,2,1,1750558.09,10,1
3,3,2,1201461.07,17,0
2,1,4,894659.95,20,0
6,1,3,1036692.81,8,1
6,1,0,125043.08,21,0
7,1,3,257715.06,15,1
5,2,4,694920.81,1,0
8,4,4,710882.76,23,0
7,0,3,1525803.31,18,1
2,4,7,954487.68,14,1
1,3,2,1173821.08,13,0
9,2,3,790311.13,10,0
5,4,4,502444.16,17,1
5,2,3,1016062.72,17,0
10,4,3,852482.12,17,0
4,3,3,953876.73,11,1
2,2,5,706573.29,5,1
5,1,2,298252.82,1,1
2,3,7,1666100.45,16,1
7,1,3,525629.7,23,1
9,3,3,750786.46,11,1
9,2,2,1002111.89,15,1
6,3,1,85677.0,11,0
1,3,0,1350135.27,16,1
6,3,6,448071.77,12,0
5,4,2,1153428.71,1,1
4,3,2,240661.32,16,0
6,3,4,1067970.88,8,1
6,1,3,50000.0,8,0
6,1,3,1313599.94,11,1
2,5,0,946539.23,11,0
7,1,0,897557.53,21,1
4,3,2,1151837.78,13,0
9,1,1,420103.81,1,1
10,2,3,534486.12,16,0
2,5,5,328494.25,10,1
5,3,3,366135.37,18,1
4,2,1,944828.7,2,1
9,2,3,749485.24,15,1
4,0,5,171674.13,4,0
8,3,4,799574.6,21,0
8,1,2,930684.13,4,1
6,4,1,1054518.53,16,1
6,0,3,1338445.29,1,1
8,0,1,529631.55,23,0
10,2,2,1084684.1,24,0
9,2,2,765489.31,9,1
5,3,1,933599.21,12,1
1,2,4,1443209.96,5,1
1,2,2,379882.7,5,1
2,5,4,1325239.33,24,1
10,4,3,1265581.38,20,1
10,3,2,603364.8,1,1
5,3,1,1082084.7,16,1
4,0,5,745302.32,18,0
1,4,1,179745.75,5,0
4,1,6,546409.04,2,1
4,4,4,699494.56,6,1
10,5,3,1041983.7,20,0
4,0,4,284747.28,14,1
1,0,4,600766.61,9,0
9,4,3,476972.36,8,1
3,5,2,755088.57,14,1
4,0,3,1538811.58,2,1
5,1,2,50000.0,22,0
7,3,1,786680.72,25,1
6,4,2,1004807.29,24,0
5,1,2,838871.1,22,0
8,1,0,1440772.77,17,0
1,3,1,992433.84,8,1
7,5,4,895515.22,1,1
6,1,5,351022.41,11,0
5,3,3,1256998.22,9,1
7,5,4,393312.63,15,1
3,1,2,920396.65,25,0
1,1,5,296510.76,15,1
9,3,2,1504485.21,17,0
2,4,5,842163.88,25,1
10,4,1,1277364.71,18,1
3,2,1,1132221.03,24,0
8,4,4,853199.74,25,0
10,4,2,1107361.57,7,1
9,4,4,788288.06,3,1
3,0,1,50000.0,15,0
6,1,3,377797.96,2,0
7,5,4,1110603.06,2,1
1,3,4,506977.33,11,0
7,1,0,731567.11,4,1
4,2,4,1014152.87,15,1
5,1,4,847479.35,21,0
8,2,5,235953.02,7,0
4,0,3,257494.02,13,1
4,6,5,896035.37,16,1
8,0,2,1240034.66,9,1
5,1,3,1506956.39,25,0
6,1,4,1581372.95,9,1
5,4,4,1026688.73,10,1
1,3,0,1205775.21,24,0
7,2,3,1038551.65,9,1
6,2,4,434577.86,24,0
2,4,4,391933.82,2,1
7,1,3,845992.58,11,1
6,6,4,1238135.64,2,1
5,2,2,497007.66,8,1
8,1,2,780432.09,18,1
5,1,6,1110741.78,3,1
2,1,0,768778.97,23,0
6,0,2,814788.31,20,1
1,1,5,1282063.04,9,1
5,2,1,2209255.95,11,1
6,2,8,303879.1,24,0
7,4,3,762279.05,5,1
2,3,2,1610500.95,11,1
1,0,4,842891.96,13,0
6,1,0,493840.7,20,0
3,1,1,1032056.3,18,0
5,3,4,764427.2,18,0
2,0,2,283255.37,20,0
1,1,7,635376.25,20,1
1,1,2,1106914.87,21,0
4,4,3,504079.63,16,0
10,2,3,985123.82,18,1
2,5,6,1715697.5,5,1
1,3,1,347330.49,2,0
6,2,3,707554.37,18,0
4,4,4,985223.25,19,1
10,1,6,934816.41,18,1
7,1,5,995515.22,3,1
6,1,2,742967.24,9,1
5,5,3,1041585.5,16,1
10,2,2,638265.86,18,1
2,1,2,584935.56,13,0
5,3,7,725435.69,25,1
9,3,5,1353587.52,7,1
9,1,1,697257.6,1,1
2,2,1,1430152.3,1,1
7,6,2,200036.12,2,1
10,3,3,1261424.61,17,1
4,0,1,1279571.44,25,0
3,1,1,763572.12,8,0
1,1,3,1591058.38,15,1
3,4,4,795248.74,25,1
9,2,3,1058025.8,19,1
9,1,2,396619.27,13,1
7,3,4,895812.8,4,1
3,3,2,459192.18,6,1
3,3,3,50000.0,3,1
4,1,1,1293066.74,24,0
7,1,2,919836.82,13,0
7,4,2,1288548.52,8,1
2,1,6,829628.26,23,0
5,3,1,128245.14,3,1
7,3,4,963161.98,10,1
7,4,4,935211.82,13,1
6,3,3,594816.56,15,1
10,1,3,707177.12,22,0
10,3,0,991985.64,20,1
8,2,2,678933.95,8,1
3,2,3,904360.69,10,0
1,7,2,836971.75,6,1
3,0,2,753042.4,16,0
2,5,3,655381.93,23,1
2,2,1,111292.03,7,0
2,3,0,424651.12,8,1
5,6,4,687838.77,23,0
1,3,3,142947.09,3,1
10,3,1,407405.85,9,1
4,2,2,1019451.46,6,1
10,4,4,546457.24,4,0
5,1,3,1058540.55,20,1
2,3,3,1138251.16,5,1
5,4,3,101740.09,5,0
10,0,4,1600979.24,10,1
4,3,2,700328.81,14,1
8,3,4,237391.2,3,0
1,4,1,1187998.43,19,0
5,2,5,824965.32,3,1
10,0,4,50000.0,2,1
1,1,2,498398.79,2,1
10,1,4,547884.08,15,1
10,2,1,1217248.05,8,1
4,2,4,596943.49,6,1
8,2,1,592007.11,17,0
1,2,2,971396.48,23,1
2,1,5,669708.2,25,1
1,2,6,666605.72,23,0
7,6,2,1305766.73,1,1
2,5,4,905641.21,4,1
1,4,5,521272.84,7,1
6,0,4,1379102.3,10,1
6,2,4,1471600.2,1,1
10,3,1,1070342.42,7,1
2,2,2,1081295.62,13,1
1,1,1,1134548.68,1,1
10,1,1,749433.32,19,0
3,2,5,1320542.32,9,1
10,4,4,670847.63,3,1
5,2,2,686624.23,10,1
6,2,4,287566.15,2,1
3,4,6,371915.69,20,1
9,2,2,595389.36,14,1
5,5,7,632562.66,6,1
2,1,3,689170.74,19,0
10,3,1,1609019.84,19,0
6,1,1,680305.97,11,1
8,3,3,872806.25,18,1
6,0,4,95244.07,17,0
4,1,6,490891.2,10,1
6,2,6,328514.59,16,1
8,2,5,1254403.23,7,1
8,1,1,932984.88,21,0
10,3,6,538449.96,8,1
2,1,1,1256694.68,9,1
8,3,2,1047456.66,19,0
6,1,1,1352400.23,22,1
2,4,1,912391.65,25,1
1,3,3,1579944.32,2,1
6,1,3,126789.62,9,0
7,2,1,899795.13,24,1
10,3,3,941079.44,1,1
5,3,4,421957.67,16,0
10,6,1,961581.85,3,1
8,4,4,492298.82,16,1
9,4,5,297512.33,22,0
4,2,3,1448844.18,5,1
7,2,1,801393.6,7,0
8,0,3,528673.92,2,0
6,0,2,616410.1,9,0
2,3,4,165418.06,15,1
7,1,7,1534069.38,14,1
9,3,2,293096.04,3,0
5,3,1,736839.14,16,1
2,4,2,884226.21,14,1
4,3,4,775893.35,25,0
3,5,2,226650.07,8,1
4,1,1,1503023.48,21,0
10,4,5,181938.85,9,1
7,3,3,679606.21,15,1
10,3,4,661232.68,14,0
8,4,2,1198510.86,23,0
1,3,2,628092.29,4,1
8,3,5,859995.68,24,1
5,4,2,1491923.89,14,1
7,4,1,702254.36,8,1
1,1,4,524113.87,4,1
2,1,1,1230171.05,9,1
1,5,1,712194.75,12,1
5,3,3,1652297.4,14,1
6,3,6,341949.94,5,1
10,2,3,50000.0,17,0
9,3,2,685961.19,4,1
8,4,4,1085568.75,11,1
7,6,3,829314.28,9,1
5,3,4,809985.37,14,1
3,3,3,1292451.24,17,1
9,4,3,379807.57,7,1
5,4,5,615118.64,8,1
3,4,1,1012495.92,8,0
3,4,1,784377.93,5,1
3,2,3,1184333.29,3,0
6,2,4,765343.89,22,1
1,1,3,1467000.58,18,1
4,3,5,760274.82,9,1
8,6,2,1229568.9,18,1
3,2,3,639639.82,24,0
5,2,1,1056586.66,1,1
2,5,4,740080.23,13,1
2,2,3,677320.63,7,1
7,4,6,1196302.34,1,1
10,1,1,927418.83,5,1
3,1,3,656720.8,5,1
5,0,4,722399.34,10,0
3,1,2,1093137.35,16,0
6,2,0,754212.78,8,0
10,1,1,62360.38,1,1
3,2,4,529202.97,8,0
8,1,1,506332.79,17,0
2,0,1,1484290.37,14,1
3,2,1,522497.41,20,0
8,1,2,945375.71,21,1
8,2,3,470471.56,5,1
1,1,3,766660.75,22,0
8,1,6,1216083.98,21,1
10,1,9,1116170.65,16,1
2,4,1,1267148.95,9,0
7,3,4,671554.65,20,0
6,2,2,962641.26,12,1
2,3,3,216859.65,2,0
5,3,1,1010443.54,4,1
7,5,1,368694.04,3,1
8,0,3,592446.14,16,0
3,0,3,341777.42,14,0
1,4,0,1144256.17,24,1
7,0,3,1333906.83,13,1
5,2,5,50000.0,18,1
5,7,1,460746.94,25,1
7,3,3,618482.6,20,1
1,6,0,50000.0,22,1
8,2,8,1145522.86,11,1
10,3,1,641327.46,16,1
5,2,1,100006.36,14,1
8,1,3,853708.23,24,1
10,5,1,52823.47,24,1
10,4,4,585282.17,5,1
5,3,3,1230194.11,8,1
7,2,1,462636.94,13,1
10,1,1,1036426.2,12,0
3,2,3,1120120.85,14,0
2,2,5,1700300.87,10,1
6,2,1,1011681.38,23,0
5,3,7,895668.48,13,0
9,0,1,633722.17,3,1
10,1,5,322949.88,10,1
4,1,3,284077.81,7,0
3,3,1,768336.68,2,1
9,3,3,861767.41,14,1
8,1,2,1029779.94,10,0
6,1,2,1000559.92,21,1
1,3,7,215715.37,13,1
10,2,4,689971.31,11,1
1,2,2,555199.87,20,0
6,1,4,977244.89,24,0
3,1,2,766547.79,14,1
3,0,1,483751.25,22,0
6,1,1,524190.19,9,1
3,5,4,459167.31,4,1
10,4,0,50000.0,21,1
6,1,4,1472602.7,13,0
5,2,2,934951.53,18,0
4,4,6,391168.49,22,0
8,2,4,1196434.89,5,1
2,5,4,956150.38,20,0
7,2,5,791197.99,17,1
4,4,3,545833.98,21,1
2,5,0,490885.42,20,0
7,2,5,1426392.07,3,1
1,7,3,962817.51,9,1
4,4,3,959960.23,23,0
9,1,0,408806.91,5,1
4,0,1,558214.44,5,1
3,3,2,861552.01,10,1
10,3,4,1363540.95,25,1
10,4,1,1280581.3,25,1
2,4,2,1097809.21,10,1
3,3,2,887221.1,1,1
1,0,4,1224196.32,12,0
10,4,2,1465532.33,10,1
8,5,4,1174138.2,2,1
1,5,3,1127583.44,21,1
3,2,4,903239.88,24,0
3,1,5,716749.42,25,0
2,3,3,631514.33,15,0
5,3,2,1320188.45,20,0
10,1,4,790794.22,2,1
3,6,7,425304.72,7,1
3,1,4,882244.1,19,1
8,1,0,959409.38,8,1
4,1,1,719000.27,22,0
4,2,6,469372.81,3,1
3,3,8,1231678.44,10,1
1,2,3,1203761.34,19,0
8,3,5,53714.48,24,1
1,2,4,933938.12,22,0
7,1,1,991304.15,13,1
5,5,3,1254909.65,24,0
4,3,4,252742.36,20,0
4,3,5,593026.36,18,1
8,2,0,1216187.1,4,1
6,2,4,992295.1,1,1
1,3,1,887311.67,2,1
10,1,6,1701009.51,16,1
8,4,8,1496637.11,22,1
2,1,1,516296.41,24,1
6,3,5,956236.69,8,1
9,0,3,481734.84,5,0
1,5,4,999008.13,21,0
6,1,2,1369962.63,7,1
8,5,1,716402.02,21,1
10,1,4,902783.33,17,1
2,2,5,50000.0,11,1
5,9,1,848640.4,24,0
6,3,0,711042.36,14,1
5,4,2,921491.69,8,1
3,2,2,590013.47,19,1
4,4,2,435902.08,13,1
7,2,0,1273769.62,5,1
4,2,3,385004.49,3,0
9,3,5,389241.5,9,1
10,2,0,876103.79,8,1
2,2,2,1851994.9,16,1
5,2,4,889833.62,10,1
8,1,1,548211.79,14,1
5,1,3,544150.2,11,0
10,2,1,990498.9,4,1
8,6,0,1079146.92,14,1
8,1,4,544138.82,22,1
9,2,1,50000.0,8,0
10,4,5,668606.65,16,0
6,2,1,1434870.29,11,0
4,3,2,552871.41,4,0
3,4,3,736485.41,19,0
5,3,3,162236.67,12,1
6,4,3,903555.16,4,1
3,1,6,543873.81,21,0
2,3,6,772692.8,23,0
7,4,3,526368.41,3,1
5,4,2,183808.21,12,1
9,2,5,684478.78,11,1
3,2,3,1568798.95,19,0
8,2,5,1288853.25,18,1
6,3,4,899282.6,17,1
4,1,6,539523.18,14,1
9,5,2,685287.6,19,1
5,3,2,1208857.7,4,1
10,2,3,802503.05,5,1
6,5,2,678272.77,10,1
9,1,3,660334.41,4,1
7,4,3,784194.8,1,1
5,2,1,1833703.25,14,1
2,0,1,477347.02,20,1
4,3,5,738872.35,4,1
2,1,1,890475.37,1,1
3,2,7,1253508.97,25,0
10,1,3,1783174.52,19,0
3,4,1,1240421.38,11,1
4,1,2,421908.67,23,0
6,1,1,1072784.11,1,1
3,4,3,1209553.1,17,1
10,3,9,685636.91,1,1
1,1,2,441714.86,11,0
1,4,0,960537.76,6,1
9,2,3,963625.56,7,1
9,2,2,896136.62,12,1
5,1,2,157024.77,7,1
9,0,4,965091.39,21,1
7,1,4,1269117.43,25,0
9,2,4,1050692.7,8,1
7,1,3,559520.47,8,0
9,3,0,967154.67,20,0
2,3,4,1221071.29,3,1
8,3,1,832252.24,3,1
7,3,2,797744.58,17,0
6,3,7,793320.19,25,0
5,2,3,952558.23,13,1
4,3,5,499295.57,15,1
7,3,2,1273599.31,4,1
3,4,3,994947.1,12,1
8,1,1,1100713.82,4,1
2,2,3,659686.39,10,1
1,2,1,1038053.81,13,0
2,1,1,1078790.31,13,0
9,1,0,1171600.58,23,0
5,4,1,689269.48,22,0
8,3,4,538097.94,15,1
3,0,4,533365.34,6,0
7,5,5,726745.44,1,1
2,3,2,1013128.14,7,0
8,2,5,857624.98,3,1
7,3,1,1106872.46,14,0
5,5,3,973391.6,3,1
4,0,4,828786.64,19,1
1,0,3,1349114.63,5,1
5,3,1,486922.63,20,0
9,1,5,1133547.27,14,1
10,4,5,1315911.99,5,1
4,2,4,642945.21,11,1
9,3,2,1296187.71,7,1
2,3,2,993097.11,8,1
4,1,2,237710.16,13,0
9,2,1,898322.35,5,1
4,4,7,1083070.13,10,1
5,0,2,1188838.37,5,1
8,1,1,1973310.15,10,1
1,1,3,910896.72,12,1
1,0,1,845343.12,23,0
9,2,1,704380.69,10,1
9,4,3,1122865.83,18,1
4,0,2,1277781.99,20,1
2,0,1,631353.49,11,1
9,4,0,781083.81,7,1
4,5,4,1300812.03,11,1
6,3,0,1088748.88,9,1
1,2,5,295654.51,22,0
9,4,3,97057.59,14,0
5,1,3,984276.52,11,1
3,0,3,379776.9,6,0
4,5,4,997574.06,22,1
1,0,1,1349450.39,25,0
9,3,2,1154561.06,13,1
8,3,3,936810.24,10,1
4,3,1,897425.73,15,0
2,2,3,1028724.71,8,1
9,3,4,980632.98,24,1
4,3,5,1202445.0,1,1
9,4,2,536113.09,2,1
10,5,6,543858.47,15,1
3,3,3,803631.12,15,1
7,3,4,530800.97,11,1
7,8,4,689115.42,6,1
10,0,0,432944.03,8,0
4,2,6,1057472.3,9,1
2,5,2,462556.86,11,1
9,2,1,691848.51,8,1
4,1,2,606050.28,18,1
8,1,2,893901.8,6,0
2,2,7,1389019.37,14,1
8,3,3,676175.67,22,1
10,0,1,392757.45,16,0
5,2,4,736846.89,1,1
7,2,1,1129000.4,22,1
7,4,0,1463577.59,9,1
9,5,4,340564.91,16,1
3,0,5,569407.5,18,1
10,4,5,1007422.0,22,1
4,7,3,418994.57,8,1
10,5,1,829042.76,11,1
4,1,4,364377.42,1,1
10,1,3,803889.67,16,0
5,3,4,1023460.07,18,0
6,4,3,1330077.81,24,0
3,2,1,295564.61,16,1
4,1,3,1092502.3,8,1
3,1,5,1372783.97,15,0
2,3,4,1049939.96,1,1
10,3,3,926309.17,6,1
9,4,1,746440.32,24,0
1,1,1,204245.5,17,0
2,3,5,277985.4,2,1
8,2,3,1123240.56,15,1
7,3,1,707904.22,5,1
1,5,8,1163999.57,21,1
5,3,2,182135.15,10,0
10,1,3,1143827.31,20,1
6,4,2,505716.59,4,1
5,0,0,862641.03,24,0
4,3,1,723234.55,11,1
1,4,4,1302286.97,11,1
7,6,1,1089024.86,22,1
9,5,2,183066.41,17,0
6,2,4,321363.9,15,1
3,3,2,1621983.28,4,1
10,2,7,997255.28,20,1
4,3,3,906368.22,24,0
10,2,3,562866.9,11,1
5,2,2,685003.22,2,1
1,1,2,1173468.13,16,1
5,2,6,917398.82,18,1
1,4,1,738249.53,12,1
9,5,1,50000.0,7,1
7,5,1,919488.41,13,0
3,1,2,653814.75,18,1
9,3,2,298710.87,5,1
2,6,5,496541.16,5,1
7,1,1,887890.89,3,0
9,4,5,1456435.12,1,1
6,5,1,50000.0,3,1
10,3,1,948115.56,8,1
5,2,2,886385.06,8,0
7,3,4,1429443.26,4,0
6,5,1,1564542.31,11,1
5,1,3,785185.81,10,1
2,3,1,857479.98,17,1
8,1,2,846101.91,4,1
7,3,2,50000.0,9,0
6,3,2,880352.59,13,0
5,0,2,1524426.05,10,1
5,2,5,140608.51,13,1
9,4,3,1363872.0,8,1
1,2,5,862239.32,3,1
9,0,5,548471.1,18,0
6,1,2,196177.51,4,1
4,4,4,1176330.93,4,1
10,1,3,1388810.37,19,0
7,1,3,1394234.96,4,1
9,6,6,1337748.58,4,1
5,2,5,473823.09,5,1
5,2,3,448466.08,17,1
8,2,8,878847.06,13,1
7,0,2,1219015.9,14,1
8,2,0,766562.19,7,0
10,4,5,582271.93,8,1
2,7,5,960842.08,3,1
9,2,3,345718.7,20,1
3,3,0,563268.81,4,1
6,1,5,971488.94,2,1
6,4,5,1470883.02,6,1
2,1,0,1507288.81,1,1
7,3,4,1064226.03,21,1
9,1,2,98055.65,24,0
10,0,2,1190557.64,21,0
1,1,2,854682.34,20,0
8,2,1,1101438.97,11,0
2,3,5,512628.0,7,0
1,4,3,990695.47,2,1
8,2,1,1297057.7,15,1
2,1,2,550348.84,1,1
6,6,1,1296659.1,14,1
6,2,1,442015.87,7,1
5,1,5,1374940.64,14,0
8,2,1,783111.47,3,1
3,3,2,450401.51,16,1
10,5,2,1139954.95,24,1
4,1,1,648498.18,17,0
7,3,2,396190.57,16,0
7,2,3,478878.12,2,0
8,4,6,279418.29,21,0
2,0,4,768296.96,2,0
2,5,2,502788.75,16,0
4,2,3,321166.47,10,1
10,1,2,1327356.6,9,1
9,2,4,1251220.51,14,0
10,5,3,1291804.25,16,1
9,3,0,806745.01,19,0
4,2,2,403306.83,22,0
9,5,3,364670.68,18,1
3,3,4,1054404.13,24,0
5,5,4,1731163.54,17,1
10,4,3,1423916.58,18,1
9,3,3,1046761.37,6,1
6,1,3,982099.52,9,0
3,1,2,692881.56,18,0
10,5,5,1131035.13,21,1
9,0,5,526751.28,5,1
6,1,2,50000.0,20,0
4,0,4,497776.9,25,0
4,2,4,726567.43,14,0
8,3,2,276396.78,11,1
7,5,4,1212201.69,6,1
1,3,3,466176.43,22,0
6,3,3,1180328.05,19,1
8,4,2,1082059.13,15,1
3,4,6,798605.48,8,1
9,1,5,955937.96,15,1
10,3,4,1094042.35,12,1
2,3,2,739381.47,17,0
6,4,6,1503821.21,10,1
1,3,3,243054.02,6,1
2,2,2,617234.68,17,0
5,2,2,798246.29,6,1
1,3,3,1669975.09,21,1
8,2,1,454197.46,17,0
1,4,3,1492685.25,5,0
9,1,3,537284.51,11,1
10,2,0,1185015.94,2,1
3,4,3,712075.24,20,1
2,4,1,317837.4,17,0
1,2,3,1308414.47,9,1
9,2,2,708780.98,15,1
4,3,1,475305.22,21,0
1,0,3,661184.09,9,1
1,3,2,291526.84,24,0
7,2,3,590529.86,7,1
2,1,2,806093.79,19,1
7,4,2,949800.14,20,0
7,4,2,1249535.44,6,1
10,2,2,982570.06,22,1
9,1,0,50000.0,13,0
7,3,1,1075570.13,8,1
1,1,2,347691.79,12,0
8,1,3,913813.83,19,1
8,3,4,998420.89,8,1
4,1,1,1255145.75,5,1
8,2,5,1142972.83,4,1
4,4,4,576233.91,22,1
8,3,4,1408509.58,1,1
5,5,3,583187.51,1,1
4,0,4,459414.32,9,1
6,5,2,1183388.22,10,1
2,2,5,1002724.28,25,0
2,4,1,756057.05,21,0
2,8,2,1131236.84,23,1
9,1,2,702035.86,2,0
10,1,5,867338.25,19,0
3,2,4,1350719.78,10,1
10,2,2,931437.76,6,1
4,1,5,569996.26,14,1
10,0,4,655836.14,21,1
8,5,2,1558121.27,21,1
4,3,2,558867.79,22,1
10,1,2,787021.9,17,0
10,2,4,403048.76,5,0
7,2,4,50000.0,19,0
5,4,3,608296.1,21,1
9,0,1,591256.92,1,1
4,1,4,827786.95,15,1
3,1,2,98539.41,21,0
2,0,1,792232.96,11,0
1,4,0,480633.48,23,0
6,3,4,895447.52,14,1
10,2,0,50000.0,20,0
2,1,4,1298989.59,7,1
8,3,7,878956.4,17,1
6,2,3,1234262.48,20,0
5,1,0,625854.31,3,1
2,3,3,895694.01,15,0
7,1,4,279427.68,16,1
2,4,1,447835.43,13,1
5,1,5,318277.84,12,1
2,3,3,465091.15,13,0
10,0,5,361031.31,19,0
2,5,8,1437110.71,7,1
7,1,3,216489.83,15,0
9,0,3,530532.71,10,1
5,3,0,834152.42,16,0
7,2,3,1417965.45,11,1
4,4,4,860715.06,11,1
2,4,1,1296338.93,5,1
3,1,3,1320722.1,9,1
2,1,4,815619.69,10,0
5,0,2,438888.26,10,0
6,1,2,1146778.65,23,1
7,2,3,493960.57,7,1
3,5,3,855852.62,10,1
4,3,1,571858.06,10,1
8,3,2,814601.38,14,1
4,6,8,350969.43,3,1
7,1,6,803466.65,8,0
6,3,3,580722.55,1,1
7,2,3,288223.4,8,0
1,2,3,1313653.69,19,0
3,4,1,758065.63,19,1
6,5,6,1061531.86,1,1
3,2,5,1174456.4,23,0
7,2,3,564375.58,6,1
9,3,2,1042148.62,17,1
3,4,2,564266.22,1,1
1,1,2,631934.73,15,0
10,0,2,1062873.02,6,0
6,2,3,569025.92,17,0
1,2,2,1557123.99,7,1
1,5,5,1576796.2,3,1
8,2,3,1416086.5,1,1
9,0,3,963195.15,21,0
2,2,6,662840.75,24,0
9,0,0,804960.25,12,0
5,4,0,941063.3,15,1
8,4,7,953581.07,21,1
7,2,3,557918.43,4,1
7,1,4,1593445.91,23,0
4,1,2,667199.36,22,0
2,2,2,240446.1,12,1
5,2,3,795870.14,18,1
3,1,3,295409.82,3,1
9,1,2,771878.3,7,1
6,2,8,744729.15,24,0
1,4,5,1134048.91,14,1
3,2,5,1218993.99,13,1
4,2,1,531967.05,11,0
9,1,4,356348.52,9,1
6,3,6,858788.39,24,1
4,3,3,670949.22,13,0
1,0,2,584005.12,7,0
8,1,1,686606.94,7,1
2,4,4,1419282.98,11,1
8,2,3,276209.0,10,0
6,2,4,545772.83,15,1
8,1,4,400129.12,23,0
6,1,4,1099535.91,13,1
5,3,3,973996.95,22,0
5,1,8,700401.01,7,1
10,1,1,923175.31,11,1
10,1,2,183004.32,2,1
8,3,5,1122186.01,6,1
7,2,3,410021.7,7,1
8,2,3,514750.79,5,1
8,2,3,1061659.72,24,0
7,2,2,50000.0,4,0
2,3,3,706796.15,7,1
9,5,0,869803.69,14,1
7,1,3,808290.98,3,1
6,7,6,1048545.69,2,1
9,2,3,934201.57,14,0
1,1,4,792513.42,14,1
2,1,5,50000.0,9,1
1,2,4,397599.55,8,1
10,3,2,679143.65,4,1
3,6,6,117118.02,14,1
5,2,2,96054.02,19,0
1,2,4,1324362.46,8,0
4,4,0,1085377.02,10,1
8,0,4,584588.57,15,1
6,1,7,983482.77,7,1
1,2,3,259931.43,22,1
1,0,2,1028442.09,1,1
3,3,1,786410.84,4,1
10,2,4,1418944.7,4,1
8,1,4,1151314.77,21,1
8,4,3,665959.77,8,1
3,2,2,1524061.11,8,1
7,1,3,1104846.0,15,1
3,3,2,1157629.08,19,0
4,3,4,737028.02,20,0
9,1,2,1488534.31,25,0
4,5,5,762514.79,13,1
3,4,3,705444.51,7,1
5,0,5,1267895.05,14,1
7,1,3,788340.12,19,0
5,4,3,708975.76,4,1
4,4,1,1326314.17,8,1
8,7,3,700594.52,16,0
4,5,3,1503307.53,4,1
2,3,6,748925.06,13,1
10,1,3,665495.83,17,0
6,4,6,962916.03,16,1
2,4,3,1072791.68,9,1
3,3,6,480226.53,4,1
1,6,3,251629.0,9,1
5,4,1,411049.11,8,1
9,5,6,954602.98,19,1
2,3,3,837300.15,17,1
7,3,3,1030828.87,8,1
5,5,1,458489.97,22,1
2,1,5,1263033.8,10,1
8,2,3,1107633.26,1,1
6,2,2,1414221.25,14,1
4,2,1,884455.31,9,1
4,3,2,800965.62,24,0
2,1,1,793925.02,12,1
3,3,2,924794.77,24,0
7,4,2,411666.63,19,0
3,5,6,648994.92,20,1
5,3,5,1435256.95,4,1
10,1,1,841811.6,5,1
6,3,3,815711.16,14,1
6,1,3,770839.35,10,1
4,2,5,865567.86,14,1
6,1,5,1027046.09,8,1
3,3,5,337333.29,10,1
7,3,4,433061.91,18,1
7,2,5,783668.74,1,1
4,4,1,674480.59,1,0
2,3,2,549588.45,24,0
7,3,2,701872.25,6,1
3,1,4,527835.52,8,1
1,6,4,557500.82,9,1
2,1,4,322153.27,21,0
10,3,4,1100924.31,7,1
9,1,5,806992.1,17,1
8,1,5,1243450.85,8,1
6,2,1,689583.92,16,0
6,2,1,1572065.52,8,1
1,1,1,1167765.46,2,1
2,4,1,413013.93,2,1
4,1,2,600607.61,12,1
3,5,1,1384846.37,6,1
1,1,4,603907.12,17,0
8,2,5,1763903.7,21,1
7,4,4,1267602.66,24,1
4,2,1,836296.66,8,1
9,5,0,900503.05,25,0
4,1,3,1315184.04,8,1
1,1,3,1647850.86,10,1
10,3,2,1014129.75,8,1
1,1,1,817321.46,4,1
1,2,3,708935.67,17,0
1,2,3,769642.46,4,1
4,1,3,858534.33,22,0
1,3,4,721624.22,18,0
2,3,4,750832.17,21,1
