Customer_ID,Age,Gender,City_Tier,Income_Bracket,New_Customer_Flag,Past_Year_Spend,Purchase_Frequency,Avg_Order_Value,Days_Since_Last_Purchase,Spend_Last_3_Months,Orders_Last_3_Months,Avg_Discount_Percentage,Coupon_Usage_Rate,Full_Price_Purchase_Rate,Price_Sensitivity_Score,Size_Return_Rate,Overall_Return_Rate,Exchange_Rate,Avg_Delivery_Days,Delivery_SLA_Breach_Rate,Customer_Support_Tickets_Last_6M,App_Sessions_Per_Week,Wishlist_Adds_Per_Month,Cart_Abandonment_Rate,Push_Opt_In_Flag,Influencer_Click_Through,Email_Open_Rate,Ad_Impressions_Last_30D,Paid_Clicks_Last_30D,Occasion_Purchase_Index,Style_Pref_Casual,Style_Pref_Ethnic,Style_Pref_Streetwear,Style_Pref_Luxury,Category_Diversity,Brand_Diversity,Seasonality_Index,Total_Spend_Next_12_Months
6856,26,Male,2,Low,0,9876.5,7,1310.19,284,0.0,0,6.63,0.6567,0.7369,0.5738,0.0522,0.0321,0.1571,6.22,0.2711,2,5.78,1,0.2849,1,0.1159,0.6417,212,2,Casual,0.3292,0.4632,0.1921,0.0155,2,3,0.3606,7864.39
6857,24,Male,1,Low,1,12564.66,9,1389.88,37,7.04,0,21.62,0.2177,0.6484,0.616,0.1021,0.1515,0.1573,1.56,0.0,0,5.5,5,0.3608,1,0.072,0.2144,124,0,Casual,0.4871,0.3015,0.158,0.0534,3,5,0.4231,9113.15
6858,34,Male,2,Low,0,10309.2,6,1506.68,30,2182.95,2,35.82,0.0585,0.6403,0.2211,0.0975,0.0997,0.3668,2.83,0.2381,0,7.91,6,0.2874,0,0.0838,0.1411,104,1,Formal,0.5669,0.1295,0.2053,0.0983,2,1,0.6874,11894.68
6859,33,Male,1,High,0,10047.51,4,2485.01,333,1462.08,1,25.74,0.5131,0.5481,0.6376,0.2019,0.179,0.0839,2.98,0.2158,1,6.81,4,0.3225,0,0.1367,0.2801,215,5,Casual,0.5055,0.2969,0.1963,0.0013,2,1,0.2831,6557.13
6860,41,Male,3,Mid,1,8513.12,4,1869.81,6,6611.91,3,17.3,0.2986,0.773,0.7633,0.158,0.1922,0.1202,3.5,0.1376,2,1.69,4,0.3105,1,0.0464,0.2785,44,0,Casual,0.3869,0.3708,0.1695,0.0728,2,3,0.5687,7116.83
6861,25,Male,3,High,0,3954.14,3,1137.85,176,230.96,0,31.31,0.3288,0.5449,0.7982,0.149,0.1208,0.1713,5.55,0.2882,1,7.58,5,0.4516,1,0.2253,0.3391,167,3,Casual,0.2987,0.5821,0.1049,0.0143,4,3,0.5168,4423.03
6862,32,Female,3,High,0,11717.75,5,2342.82,78,0.0,0,15.84,0.4147,0.6706,0.5341,0.1717,0.2718,0.166,5.05,0.1488,3,6.38,6,0.7047,0,0.0526,0.1437,127,2,Formal,0.127,0.63,0.1981,0.0449,3,4,0.5019,9979.99
6863,35,Male,1,Mid,0,1225.94,9,306.31,290,1425.9,4,36.69,0.3205,0.4785,0.3396,0.3403,0.2294,0.0975,2.25,0.3709,3,5.97,3,0.9272,1,0.1345,0.189,139,2,Casual,0.1592,0.2466,0.4507,0.1435,5,3,0.3924,1833.23
6864,47,Male,1,Mid,0,13050.89,6,2309.15,274,1378.65,0,14.92,0.1191,0.7801,0.5506,0.2642,0.1634,0.4164,5.45,0.1585,0,6.65,2,0.6531,1,0.0822,0.247,115,1,Formal,0.2741,0.1814,0.1471,0.3975,3,4,0.3208,9950.96
6865,32,Female,3,Mid,0,21294.01,10,2257.3,53,2611.69,1,39.54,0.3792,0.3796,0.2164,0.0696,0.1778,0.0938,5.35,0.1659,2,6.07,1,0.3724,1,0.1645,0.484,147,2,Festive,0.7338,0.1856,0.0173,0.0633,2,2,0.6416,17079.25
6866,29,Male,2,Mid,0,7691.27,4,1630.41,77,860.43,0,37.82,0.2607,0.4053,0.8668,0.1672,0.1125,0.1878,4.55,0.2842,2,6.02,8,0.3642,1,0.1478,0.4551,63,0,Festive,0.1828,0.5634,0.2478,0.0061,5,3,0.1684,9113.31
6867,30,Female,2,Mid,0,4422.75,4,915.75,2,1326.98,2,48.74,0.2068,0.2923,0.787,0.239,0.2167,0.1102,4.19,0.1651,1,0.64,1,0.7713,1,0.1378,0.5645,162,2,Casual,0.5077,0.0286,0.2642,0.1995,3,1,0.3211,3782.38
6868,33,Male,2,Mid,1,0.0,0,1415.37,20,78.76,0,22.55,0.1917,0.7152,0.6015,0.2703,0.1663,0.1614,4.14,0.1128,0,6.02,1,0.407,1,0.1463,0.2018,16,0,Casual,0.3646,0.5059,0.0795,0.05,2,1,0.7129,3005.74
6869,40,Female,1,Mid,0,9765.84,13,913.18,137,2678.34,2,30.17,0.0264,0.6664,0.3883,0.2199,0.1958,0.1946,2.08,0.1342,0,2.33,4,0.2659,0,0.0724,0.7051,201,3,Casual,0.5329,0.2867,0.1736,0.0067,3,2,0.3182,7890.37
6870,26,Female,2,Mid,0,10626.8,9,1136.53,3,1540.1,2,15.06,0.2856,0.7458,0.4416,0.0365,0.0395,0.1972,1.75,0.1004,0,7.23,3,0.1171,0,0.1778,0.2138,175,1,Festive,0.6153,0.19,0.0187,0.176,2,6,0.2286,10185.04
6871,23,Female,3,Low,0,7839.8,6,1294.94,133,1344.84,1,42.16,0.2417,0.3816,0.7359,0.2826,0.2981,0.084,6.04,0.2255,2,10.5,4,0.2956,1,0.1954,0.5456,196,3,Formal,0.2682,0.0143,0.0123,0.7051,2,5,0.4745,8071.27
6872,50,Female,2,Mid,0,2900.97,1,1051.92,289,557.26,0,25.78,0.2393,0.5632,0.547,0.1533,0.2659,0.1429,2.45,0.1014,0,4.61,1,0.8238,0,0.0861,0.3488,228,3,Festive,0.5254,0.2393,0.1673,0.068,1,3,0.3999,3287.65
6873,20,Male,2,Mid,0,7057.03,5,1565.98,187,0.0,0,42.33,0.1322,0.4644,0.9801,0.2393,0.2019,0.0459,5.19,0.2308,0,5.5,5,0.3211,0,0.1077,0.5891,180,2,Casual,0.346,0.2008,0.37,0.0831,5,2,0.4988,7027.53
6874,36,Male,3,Mid,0,88.49,0,1559.25,321,423.2,0,38.89,0.2354,0.4548,0.6005,0.3904,0.3294,0.1243,4.1,0.0877,1,4.41,2,0.4664,1,0.0558,0.3239,99,0,Casual,0.4885,0.3823,0.0332,0.096,2,1,0.7366,897.31
6875,32,Male,2,Mid,0,3814.58,3,1128.78,9,1221.43,0,26.11,0.5128,0.5673,0.3642,0.0736,0.06,0.1097,4.64,0.2657,1,3.66,4,0.3677,1,0.1422,0.3552,13,0,Casual,0.2374,0.2793,0.3562,0.1272,1,1,0.501,3781.5
6876,32,Female,1,Mid,0,4482.56,4,909.85,33,1036.07,1,27.96,0.356,0.5609,0.5959,0.0744,0.0733,0.0599,2.13,0.0771,0,0.14,2,0.6386,0,0.0596,0.6057,91,2,Festive,0.5507,0.3027,0.0591,0.0875,2,2,0.6741,5759.83
6877,19,Male,2,Mid,0,7211.76,5,1497.83,133,766.04,1,27.1,0.2196,0.5631,0.6327,0.2237,0.2861,0.1037,3.51,0.1366,0,0.0,3,0.3776,0,0.3424,0.3626,286,1,Casual,0.5487,0.207,0.1334,0.1108,1,3,0.4177,6951.41
6878,51,Male,1,Low,1,9283.39,6,1653.63,5,7115.34,5,27.71,0.2229,0.6361,0.4711,0.0336,0.0394,0.2159,4.57,0.2064,1,6.58,5,0.0758,0,0.0984,0.6919,154,3,Formal,0.1992,0.052,0.5789,0.1699,2,5,0.2277,8505.77
6879,30,Female,1,Mid,0,6465.94,3,1702.79,175,0.0,0,27.99,0.6671,0.4695,0.7584,0.1743,0.1975,0.1381,3.73,0.2035,0,3.77,3,0.3871,0,0.1525,0.1719,13,1,Casual,0.5041,0.1233,0.1442,0.2284,4,1,0.4339,5090.82
6880,25,Male,2,Low,0,3640.96,3,833.84,212,45.09,0,17.17,0.199,0.6385,0.7613,0.2204,0.2011,0.1963,4.6,0.0932,1,10.79,2,0.6397,1,0.195,0.6906,120,1,Casual,0.4572,0.1557,0.0703,0.3167,2,3,0.1688,5104.09
6881,18,Male,1,Low,0,13158.7,6,2367.75,203,2234.88,1,29.79,0.1337,0.4975,0.5971,0.19,0.1472,0.0925,4.12,0.0877,1,4.59,3,0.6793,0,0.1447,0.2975,39,0,Casual,0.3022,0.2746,0.034,0.3892,4,5,0.1413,8989.09
6882,18,Female,1,Low,1,3546.14,9,544.61,5,2844.2,5,31.59,0.5584,0.4093,0.5143,0.0315,0.0462,0.1259,1.92,0.0479,0,8.76,4,0.2656,1,0.0696,0.5477,185,3,Casual,0.221,0.4047,0.1708,0.2035,5,4,0.4012,4833.19
6883,35,Male,2,Mid,0,5220.52,3,2078.82,149,0.0,0,12.73,0.0821,0.8244,0.6668,0.1194,0.1446,0.1706,3.49,0.1802,0,6.33,4,0.3724,1,0.1244,0.2311,113,0,Festive,0.3006,0.0888,0.1771,0.4335,5,6,0.6133,6181.38
6884,22,Female,1,Mid,1,4448.18,2,1164.25,22,1074.78,0,43.07,0.4656,0.3116,0.5106,0.0904,0.1064,0.0922,3.7,0.0635,0,6.61,6,0.3794,1,0.0806,0.4811,149,2,Casual,0.3693,0.4833,0.1082,0.0391,6,1,0.4464,5835.21
6885,27,Female,2,Low,0,15538.83,8,2065.29,159,6187.18,3,6.26,0.493,0.8631,0.6177,0.329,0.2285,0.2091,3.19,0.0852,1,5.36,2,0.8486,1,0.1232,0.2559,7,1,Formal,0.2077,0.0804,0.3314,0.3805,1,5,0.3704,9136.47
6886,24,Female,1,High,0,6815.02,12,647.34,129,3394.99,6,31.65,0.1216,0.5651,0.7083,0.4906,0.3746,0.131,3.67,0.0674,0,9.57,4,0.2098,1,0.2058,0.1369,53,1,Casual,0.3701,0.1554,0.4438,0.0307,2,1,0.3219,8560.53
6887,33,Male,2,Mid,0,13617.79,7,2113.45,270,6315.11,3,21.68,0.4539,0.6302,0.4117,0.1883,0.2566,0.0361,2.9,0.14,0,5.35,3,0.3487,1,0.1043,0.0754,166,3,Casual,0.4317,0.3076,0.2061,0.0546,5,3,0.7416,10873.32
6888,32,Male,3,Mid,1,2457.44,1,1567.46,1,182.78,0,17.51,0.4855,0.711,0.7524,0.3113,0.1964,0.1855,3.64,0.2442,1,6.34,3,0.7392,0,0.0827,0.4258,191,0,Casual,0.411,0.3148,0.1864,0.0878,1,1,0.4791,4511.96
6889,35,Female,1,Mid,1,5915.73,3,1235.75,10,0.0,0,24.53,0.1191,0.6802,0.5439,0.4297,0.2677,0.1835,3.28,0.0318,1,7.09,2,0.287,0,0.2855,0.5325,188,0,Casual,0.5322,0.0397,0.3259,0.1022,5,3,0.9476,7931.35
6890,35,Female,2,Mid,1,11784.1,8,1605.18,42,2783.82,2,20.83,0.6221,0.6181,0.4758,0.0763,0.0714,0.1847,5.36,0.1596,1,8.51,2,0.3356,1,0.0564,0.382,142,3,Casual,0.0454,0.4331,0.218,0.3035,2,1,0.4406,11834.04
6891,23,Female,1,Mid,1,14286.21,8,1849.11,4,4580.75,2,38.61,0.3455,0.5153,0.9933,0.1601,0.1179,0.1141,5.09,0.0809,1,6.12,0,0.0433,1,0.2873,0.375,91,2,Casual,0.0864,0.8003,0.0472,0.0661,1,2,0.8269,13249.57
6892,18,Male,1,Low,0,2451.55,4,1102.59,168,2858.12,2,7.6,0.1927,0.8594,0.6735,0.127,0.1368,0.0057,1.18,0.0,0,6.29,5,0.2876,1,0.1248,0.4919,110,0,Casual,0.029,0.2046,0.6856,0.0809,1,2,0.4019,4352.85
6893,28,Male,2,Low,1,6692.8,3,2080.44,43,1834.83,1,17.88,0.0771,0.7753,0.122,0.0185,0.0802,0.0964,4.12,0.1103,1,1.86,2,0.3075,1,0.1467,0.6765,0,0,Festive,0.1317,0.4067,0.187,0.2747,3,3,0.7516,7453.28
6894,33,Male,1,Mid,0,0.0,0,736.38,259,0.0,0,28.33,0.3232,0.5488,0.6006,0.0958,0.1146,0.1478,3.1,0.0549,1,3.59,1,0.6956,1,0.0877,0.385,71,0,Formal,0.3383,0.1841,0.445,0.0326,1,2,0.5285,2067.41
6895,30,Male,1,High,1,7375.46,3,2086.54,41,2013.22,1,16.24,0.6998,0.5799,0.4925,0.0411,0.0467,0.1634,4.16,0.1336,1,6.1,2,0.3675,0,0.1152,0.3361,202,4,Festive,0.2132,0.1903,0.0896,0.5069,5,2,0.6916,8332.0
6896,18,Male,2,Mid,0,3619.33,3,1536.0,118,741.69,1,26.1,0.3863,0.5309,0.4714,0.0694,0.1624,0.1229,3.57,0.1506,1,0.0,0,0.0639,1,0.0157,0.3534,111,1,Formal,0.226,0.7062,0.0341,0.0337,5,3,0.5471,2771.12
6897,29,Female,2,Mid,0,6914.79,4,1836.72,103,3159.92,1,32.63,0.1476,0.4853,0.5998,0.1567,0.1566,0.0633,5.6,0.2708,2,4.13,0,0.4075,0,0.0977,0.5801,125,2,Casual,0.2856,0.3368,0.1062,0.2714,2,1,0.7807,7160.0
6898,21,Male,3,Low,0,10348.43,7,1942.62,211,3665.7,2,16.44,0.1817,0.7375,0.3175,0.1664,0.1448,0.3234,4.86,0.1513,2,4.74,3,0.4188,1,0.1827,0.5211,158,1,Casual,0.0206,0.76,0.1641,0.0553,3,1,0.3393,7177.77
6899,29,Female,3,Mid,0,9152.49,6,1613.42,330,2619.16,2,16.53,0.2835,0.7805,0.5418,0.2496,0.269,0.2681,3.85,0.1795,1,6.72,5,0.5884,1,0.3446,0.6316,6,0,Festive,0.043,0.5332,0.265,0.1588,2,3,0.5625,8959.14
6900,37,Female,2,Mid,0,22094.98,11,2089.25,302,3237.44,2,13.28,0.3233,0.8022,0.2917,0.0864,0.1032,0.2508,1.98,0.0,1,10.92,3,0.4111,1,0.0619,0.7541,128,0,Casual,0.1048,0.4413,0.1372,0.3167,3,5,0.7444,15747.64
6901,18,Male,1,Mid,1,665.15,0,1347.03,14,638.63,0,15.46,0.5257,0.7125,0.5036,0.1969,0.1374,0.1789,4.53,0.1276,3,2.42,1,0.4856,0,0.137,0.3894,88,3,Casual,0.5048,0.4413,0.0307,0.0232,4,1,0.2502,2944.18
6902,41,Female,1,Mid,0,9228.92,6,1641.79,230,4385.85,2,34.72,0.5677,0.374,0.2762,0.0302,0.0223,0.0516,4.61,0.0654,0,7.01,4,0.4475,0,0.0686,0.2493,40,0,Casual,0.3226,0.1776,0.0665,0.4333,2,5,0.2872,7897.54
6903,21,Female,2,Low,0,1886.03,9,200.0,71,718.53,2,25.28,0.3653,0.5895,0.6738,0.4359,0.2987,0.0284,4.87,0.1634,0,12.35,7,0.2849,1,0.1291,0.3542,69,2,Casual,0.7103,0.1495,0.0589,0.0813,1,1,0.7227,5101.37
6904,37,Male,3,Low,0,2196.86,3,830.85,68,0.0,0,19.1,0.3728,0.733,0.2334,0.0201,0.0851,0.3364,5.53,0.3271,1,5.65,1,0.3179,0,0.1842,0.4478,209,3,Formal,0.0051,0.632,0.3402,0.0226,1,2,0.5146,4576.56
6905,36,Female,1,Low,1,3209.95,3,1283.98,25,0.0,0,12.34,0.4186,0.8019,0.6956,0.0963,0.0725,0.0091,1.78,0.0559,2,9.4,8,0.6639,1,0.1315,0.1393,188,2,Casual,0.6804,0.1219,0.1585,0.0392,4,4,0.1994,5172.15
6906,27,Female,1,Mid,1,2988.63,3,1740.91,41,0.0,0,21.02,0.6276,0.5027,0.49,0.1606,0.1643,0.1406,4.25,0.1081,1,4.56,2,0.0477,1,0.0595,0.6541,29,1,Casual,0.0379,0.3022,0.373,0.2869,2,3,0.1097,4399.25
6907,33,Female,2,Mid,0,7419.38,6,1289.2,174,1538.9,1,22.6,0.2926,0.6156,0.4481,0.0166,0.0687,0.1042,3.27,0.0791,3,4.42,2,0.5063,1,0.1953,0.3629,171,1,Formal,0.3564,0.1113,0.2989,0.2334,3,6,0.0493,7366.69
6908,23,Female,3,Low,0,2269.21,2,1572.4,154,0.0,0,7.79,0.1464,0.8811,0.5348,0.1054,0.1028,0.0104,5.93,0.2265,2,5.5,0,0.2075,0,0.0683,0.2919,160,3,Formal,0.34,0.5005,0.1174,0.0422,1,3,0.5388,4045.07
6909,18,Other,2,High,1,4136.9,3,1666.97,20,1462.5,1,29.9,0.4548,0.4475,0.481,0.295,0.2099,0.0713,6.29,0.1854,2,5.71,4,0.8233,1,0.2427,0.3618,145,5,Festive,0.0773,0.6234,0.0541,0.2452,1,1,0.1038,5092.86
6910,38,Male,2,Mid,0,85.23,2,1297.64,77,1088.7,0,17.9,0.5806,0.6153,0.6355,0.1409,0.1254,0.2934,4.73,0.1445,1,4.4,3,0.5323,0,0.2005,0.2921,225,4,Formal,0.597,0.2867,0.1063,0.01,2,4,0.6402,3035.81
6911,24,Female,2,Mid,1,3781.49,2,2187.34,21,0.0,0,18.71,0.3406,0.7085,0.5983,0.2644,0.1638,0.3247,5.01,0.137,0,6.79,5,0.3587,0,0.1308,0.4179,123,1,Casual,0.3525,0.085,0.3327,0.2298,6,1,0.7943,6277.97
6912,43,Female,2,High,0,12667.32,5,2354.51,225,1213.07,1,25.56,0.5672,0.5099,0.7076,0.1143,0.0773,0.0249,2.22,0.0988,1,4.96,3,0.0809,1,0.0723,0.4493,134,1,Casual,0.6943,0.0713,0.1983,0.0361,3,2,0.1336,9226.33
6913,36,Female,2,High,0,9529.73,6,1742.2,128,5305.3,3,32.22,0.3231,0.5167,0.6482,0.0952,0.0975,0.0847,5.45,0.0961,0,4.72,3,0.2202,0,0.191,0.3453,105,1,Casual,0.588,0.0369,0.2388,0.1363,4,6,0.184,7538.0
6914,22,Female,2,Low,0,5065.65,6,813.76,275,0.0,1,10.03,0.5494,0.7059,0.5721,0.1674,0.14,0.084,5.81,0.1031,0,4.06,3,0.4536,1,0.2882,0.5846,155,3,Casual,0.7301,0.2085,0.0258,0.0355,3,1,0.4137,5710.2
6915,34,Female,2,High,1,8262.52,4,1741.01,13,1609.81,1,18.85,0.6957,0.5764,0.4674,0.208,0.1742,0.038,4.31,0.2099,1,5.17,2,0.2546,0,0.1186,0.6886,150,2,Festive,0.5274,0.0866,0.2052,0.1808,6,3,0.2775,9203.71
6916,33,Female,2,Mid,0,9098.34,4,2444.02,38,0.0,0,19.59,0.2213,0.7094,0.8592,0.1656,0.2277,0.2244,3.83,0.1394,0,3.94,3,0.2449,1,0.0887,0.2932,177,5,Formal,0.236,0.2757,0.0341,0.4542,1,5,0.6631,8223.69
6917,43,Male,1,Low,0,9996.71,7,1589.95,95,5011.51,3,11.38,0.102,0.8139,0.8523,0.3514,0.2691,0.066,3.82,0.1122,0,8.39,7,0.0657,1,0.369,0.6934,128,0,Casual,0.3915,0.1075,0.4753,0.0258,4,2,0.1395,10607.27
6918,25,Female,1,Low,0,3823.72,8,669.33,93,1558.69,2,36.06,0.3219,0.4287,0.4761,0.0322,0.1898,0.0856,4.17,0.0716,0,6.96,9,0.1701,1,0.1002,0.2695,112,0,Casual,0.4956,0.1649,0.3069,0.0325,3,5,0.4165,5894.8
6919,27,Male,1,Mid,0,7517.7,4,1845.0,18,733.46,0,33.46,0.4203,0.4644,0.5547,0.2045,0.2072,0.1401,1.76,0.0467,2,3.45,3,0.2775,0,0.0635,0.4013,118,3,Festive,0.6324,0.0847,0.1771,0.1058,8,2,0.0822,8533.78
6920,32,Female,1,High,1,7755.02,5,1924.3,5,5889.89,3,22.73,0.4388,0.5794,0.2153,0.1419,0.129,0.1721,6.01,0.1105,2,7.61,6,0.3587,1,0.2214,0.4917,127,1,Casual,0.6144,0.1901,0.09,0.1055,4,2,0.1699,10012.2
6921,29,Female,1,Mid,1,5132.3,3,1646.15,0,2222.79,1,23.67,0.3044,0.6184,0.6275,0.2152,0.1938,0.1106,3.52,0.0562,1,5.76,5,0.5589,1,0.1051,0.2771,131,2,Casual,0.3837,0.2484,0.187,0.1808,3,1,0.2508,6347.54
6922,18,Female,2,Mid,0,6817.95,4,2173.19,271,893.68,0,41.49,0.474,0.409,0.5647,0.2198,0.1346,0.038,3.15,0.0178,0,4.47,3,0.3219,1,0.1714,0.2528,75,0,Casual,0.1028,0.4615,0.196,0.2397,2,6,0.2962,6743.65
6923,37,Male,3,Low,0,8564.64,6,1794.34,350,7870.83,5,17.16,0.563,0.7132,0.5856,0.0577,0.1354,0.1961,4.81,0.2638,0,4.92,1,0.0682,0,0.1754,0.3907,55,2,Casual,0.5341,0.3596,0.0609,0.0453,4,2,0.1738,6395.31
6924,42,Female,2,Mid,0,9412.4,8,1269.18,358,4346.07,4,15.96,0.2537,0.7651,0.377,0.153,0.1384,0.1184,6.61,0.1851,1,6.77,3,0.1871,1,0.0705,0.4733,206,1,Casual,0.1056,0.1545,0.1272,0.6127,2,1,0.1241,7547.55
6925,30,Male,2,Low,0,10916.54,7,1568.81,128,1871.87,1,32.33,0.3703,0.4966,0.5601,0.3073,0.2709,0.0158,1.76,0.0612,0,5.75,6,0.2331,1,0.0778,0.5153,153,1,Formal,0.1452,0.4345,0.151,0.2693,1,1,0.3897,9993.88
6926,19,Male,3,Mid,0,3752.08,6,880.34,79,299.46,0,16.73,0.533,0.6168,0.8894,0.2655,0.1926,0.1743,6.01,0.3611,1,7.15,4,0.2841,1,0.0932,0.586,88,1,Casual,0.3948,0.2409,0.318,0.0463,3,2,0.3732,5451.76
6927,28,Male,3,Mid,0,3261.35,1,965.03,167,548.4,0,28.52,0.5214,0.559,0.6002,0.1178,0.1452,0.1184,7.03,0.1526,0,7.84,4,0.2878,1,0.1778,0.3277,175,0,Casual,0.1394,0.0956,0.4159,0.349,1,5,0.3254,5277.47
6928,22,Female,1,Low,0,12736.52,9,1429.44,236,1745.99,1,19.16,0.2115,0.7094,0.437,0.1423,0.1167,0.0932,4.56,0.1666,0,2.36,3,0.3285,0,0.0712,0.6912,150,0,Casual,0.2032,0.751,0.0328,0.013,2,6,0.1914,9541.61
6929,27,Male,1,High,0,4946.39,7,966.18,129,1863.45,2,21.77,0.0642,0.8019,0.5142,0.1006,0.1054,0.0784,2.88,0.1552,2,5.1,2,0.2223,0,0.1698,0.3682,106,4,Casual,0.2638,0.299,0.4068,0.0304,3,4,0.6606,7150.27
6930,30,Female,1,High,0,11975.49,6,1977.73,218,2897.64,2,25.57,0.4074,0.6907,0.4736,0.1851,0.1536,0.0786,2.55,0.1177,1,9.59,2,0.0993,1,0.139,0.4856,150,3,Casual,0.5074,0.1148,0.3537,0.0241,3,4,0.4523,11373.57
6931,34,Male,3,Mid,0,3799.26,5,1101.22,309,1066.77,1,10.72,0.1052,0.8311,0.6002,0.3244,0.3664,0.1554,4.15,0.1775,1,5.83,1,0.5232,0,0.2137,0.2293,170,1,Casual,0.0253,0.2121,0.5648,0.1978,2,3,0.2156,3734.76
6932,40,Female,1,Mid,0,7063.23,4,2013.74,302,2342.15,1,41.6,0.2246,0.4411,0.4917,0.2319,0.1501,0.1149,3.63,0.0424,1,7.01,2,0.356,1,0.0579,0.9518,156,1,Casual,0.1347,0.1887,0.6103,0.0663,3,1,0.4337,5838.12
6933,34,Female,1,Mid,0,15326.64,7,2078.12,73,3292.21,1,30.27,0.504,0.4047,0.8176,0.1079,0.0788,0.0439,4.13,0.1254,0,7.23,2,0.3277,1,0.2227,0.3201,47,0,Casual,0.153,0.303,0.1718,0.3721,9,4,0.3574,9180.46
6934,21,Female,2,Low,0,12769.36,11,1214.25,23,5491.11,5,21.42,0.3639,0.7131,0.629,0.1496,0.1105,0.1003,5.0,0.077,2,6.35,6,0.1962,0,0.2121,0.4425,102,3,Festive,0.377,0.2894,0.0971,0.2365,2,5,0.26,13731.67
6935,34,Female,2,Low,0,10349.86,8,1210.72,321,6078.77,5,15.36,0.4396,0.7021,0.4912,0.0805,0.1369,0.4612,4.31,0.0464,0,8.66,4,0.1028,1,0.0777,0.7869,0,0,Casual,0.4237,0.1617,0.2867,0.1278,2,1,0.3198,8190.02
6936,27,Female,2,Mid,0,2454.21,3,1193.83,348,1063.17,1,7.31,0.2096,0.8475,0.4057,0.0306,0.1356,0.1576,3.69,0.1233,3,2.34,1,0.8183,0,0.1075,0.1824,147,0,Formal,0.4743,0.304,0.1318,0.09,1,4,0.8093,1918.03
6937,28,Female,2,Mid,0,7832.62,4,1985.3,253,449.62,0,36.16,0.3863,0.4211,0.3205,0.0799,0.0753,0.3214,5.29,0.2128,0,4.04,6,0.3121,1,0.0619,0.7564,157,2,Festive,0.3748,0.2568,0.1608,0.2076,3,2,0.3142,6420.48
6938,29,Female,2,Mid,0,10017.3,8,1415.01,37,7961.97,6,27.0,0.3305,0.6475,0.6476,0.3216,0.2631,0.0351,5.57,0.149,0,6.8,3,0.3472,1,0.0806,0.4001,102,2,Casual,0.3455,0.3079,0.0301,0.3164,4,3,0.2877,8160.68
6939,30,Male,3,Mid,0,2076.4,2,1726.53,325,1050.8,1,4.3,0.1621,0.9401,0.5462,0.1287,0.1188,0.0969,4.63,0.1098,2,11.12,7,0.3615,0,0.1162,0.3667,174,3,Casual,0.2735,0.4551,0.2341,0.0373,4,4,0.2364,4834.98
6940,37,Male,1,Mid,0,8604.82,6,1219.8,115,2143.46,2,31.51,0.5281,0.4958,0.8165,0.1694,0.1398,0.1785,1.0,0.0,1,5.13,5,0.1895,1,0.0726,0.1794,108,2,Casual,0.2448,0.2936,0.3891,0.0725,2,3,0.0653,6879.4
6941,33,Female,3,Low,0,5606.46,4,1322.76,133,670.29,0,29.37,0.3803,0.4712,0.305,0.1854,0.1539,0.0462,5.25,0.1465,0,5.01,1,0.3914,1,0.0667,0.4867,109,4,Festive,0.0632,0.5837,0.2102,0.1429,2,4,0.2911,5373.87
6942,20,Female,2,Low,0,6917.58,4,1566.19,347,0.0,0,45.87,0.5221,0.3123,0.8097,0.3699,0.2271,0.2357,5.49,0.1418,1,5.35,5,0.549,1,0.0824,0.6128,103,3,Casual,0.3749,0.2649,0.1415,0.2187,1,3,0.7653,5974.76
6943,18,Female,1,Low,0,8057.62,6,1679.5,150,3868.4,2,52.33,0.3489,0.2065,0.7018,0.1145,0.096,0.2218,1.87,0.2765,2,7.93,3,0.4057,1,0.0692,0.4566,228,2,Casual,0.3945,0.3362,0.1637,0.1056,3,4,0.0756,7153.28
6944,34,Female,3,Mid,0,11363.94,5,2545.93,198,1748.07,1,30.93,0.5299,0.5043,0.4221,0.3397,0.2067,0.093,4.41,0.0803,0,8.53,1,0.0705,1,0.073,0.234,141,3,Casual,0.2259,0.6072,0.0373,0.1295,2,1,0.3656,10499.45
6945,33,Male,3,Mid,0,2408.77,3,1513.86,8,99.08,0,43.84,0.0347,0.4057,0.6607,0.1189,0.1045,0.0637,6.7,0.1283,2,5.0,0,0.66,0,0.1332,0.2141,205,2,Casual,0.6304,0.1534,0.1812,0.035,3,3,0.2914,4171.63
6946,39,Female,3,Mid,0,3810.79,4,973.51,25,0.0,0,32.93,0.3066,0.5536,0.6675,0.2539,0.1905,0.0655,4.7,0.235,2,5.55,3,0.5227,0,0.179,0.3205,84,2,Casual,0.1649,0.0945,0.3045,0.436,4,3,0.2557,5240.82
6947,28,Female,3,Mid,0,2395.83,3,893.5,17,1685.78,0,29.09,0.2582,0.5521,0.7396,0.1279,0.0975,0.1566,5.23,0.1259,0,8.55,2,0.0902,1,0.1379,0.7757,51,0,Formal,0.3769,0.2686,0.3025,0.0521,1,1,0.4549,6982.03
6948,31,Female,2,Mid,0,4860.51,3,1845.74,75,0.0,0,18.42,0.1411,0.8097,1.0,0.2146,0.2499,0.0458,3.59,0.25,1,6.04,5,0.3459,1,0.0795,0.5706,184,3,Casual,0.1619,0.3714,0.1163,0.3504,2,1,0.6625,5301.55
